time,open,high,low,close,volume
2024-01-02 19:45:00,1.09141,1.09154,1.09099,1.09116,4485
2024-01-02 20:00:00,1.09124,1.09163,1.09086,1.09098,1357
2024-01-02 20:15:00,1.09117,1.09139,1.09098,1.09133,3711
2024-01-02 20:30:00,1.09148,1.09158,1.09144,1.09148,2696
2024-01-02 20:45:00,1.09118,1.09125,1.09079,1.09124,4471
2024-01-02 21:00:00,1.09143,1.09175,1.09112,1.09127,1290
2024-01-02 21:15:00,1.09135,1.09161,1.09113,1.0915,4574
2024-01-02 21:30:00,1.09106,1.09108,1.09088,1.09093,2474
2024-01-02 21:45:00,1.09086,1.09119,1.09064,1.09114,4730
2024-01-02 22:00:00,1.09095,1.09129,1.09089,1.09093,4023
2024-01-02 22:15:00,1.09078,1.09083,1.09066,1.09078,3390
2024-01-02 22:30:00,1.09087,1.09094,1.09076,1.09084,1698
2024-01-02 22:45:00,1.09111,1.09116,1.09087,1.09098,284
2024-01-02 23:00:00,1.09083,1.09118,1.09067,1.09103,4292
2024-01-02 23:15:00,1.09076,1.091,1.09062,1.09089,559
2024-01-02 23:30:00,1.09122,1.09145,1.09104,1.09137,3128
2024-01-02 23:45:00,1.09123,1.09125,1.09099,1.09107,3750
2024-01-03 00:00:00,1.09126,1.09131,1.0912,1.09122,3504
2024-01-03 00:15:00,1.09108,1.09134,1.09095,1.09122,3572
2024-01-03 00:30:00,1.09162,1.09201,1.09152,1.09186,1276
2024-01-03 00:45:00,1.0912,1.09151,1.0909,1.09134,641
2024-01-03 01:00:00,1.0913,1.09173,1.09129,1.09164,2339
2024-01-03 01:15:00,1.09144,1.09154,1.09126,1.09132,1221
2024-01-03 01:30:00,1.09124,1.09173,1.09119,1.09146,2573
2024-01-03 01:45:00,1.09208,1.09219,1.09186,1.09201,319
2024-01-03 02:00:00,1.09193,1.09207,1.09186,1.09198,3971
2024-01-03 02:15:00,1.09278,1.09293,1.09272,1.09275,2104
2024-01-03 02:30:00,1.09257,1.09272,1.09217,1.09267,3063
2024-01-03 02:45:00,1.09262,1.09272,1.09236,1.0925,3999
2024-01-03 03:00:00,1.09236,1.09269,1.09219,1.09265,243
2024-01-03 03:15:00,1.09237,1.09245,1.09217,1.09229,1209
2024-01-03 03:30:00,1.09231,1.09235,1.09212,1.09226,3016
2024-01-03 03:45:00,1.0923,1.09234,1.09223,1.09227,1687
2024-01-03 04:00:00,1.09222,1.09235,1.09201,1.09226,4554
2024-01-03 04:15:00,1.09171,1.09183,1.09143,1.09158,2323
2024-01-03 04:30:00,1.09207,1.09237,1.09191,1.09216,1277
2024-01-03 04:45:00,1.09225,1.09231,1.09213,1.09229,2887
2024-01-03 05:00:00,1.09278,1.09282,1.09271,1.09275,1643
2024-01-03 05:15:00,1.09251,1.09269,1.09229,1.09243,4458
2024-01-03 05:30:00,1.09225,1.09267,1.0922,1.09244,725
2024-01-03 05:45:00,1.09333,1.09352,1.09319,1.09347,3070
2024-01-03 06:00:00,1.09318,1.09336,1.093,1.09324,2902
2024-01-03 06:15:00,1.09271,1.09287,1.09271,1.09276,1154
2024-01-03 06:30:00,1.09251,1.09266,1.09249,1.09259,1166
2024-01-03 06:45:00,1.09275,1.09282,1.09274,1.0928,254
2024-01-03 07:00:00,1.09286,1.09318,1.09279,1.09293,4306
2024-01-03 07:15:00,1.09331,1.0934,1.09316,1.0932,2571
2024-01-03 07:30:00,1.0932,1.09342,1.09307,1.09313,1782
2024-01-03 07:45:00,1.09252,1.09273,1.0925,1.09268,1292
2024-01-03 08:00:00,1.09258,1.09304,1.09245,1.09274,1415
2024-01-03 08:15:00,1.09295,1.09329,1.09281,1.09308,659
2024-01-03 08:30:00,1.09304,1.09334,1.09294,1.09322,1669
2024-01-03 08:45:00,1.09254,1.09261,1.09254,1.09259,908
2024-01-03 09:00:00,1.09251,1.09287,1.09241,1.09272,4928
2024-01-03 09:15:00,1.09285,1.0932,1.09263,1.093,3209
2024-01-03 09:30:00,1.0937,1.09378,1.09326,1.09347,2674
2024-01-03 09:45:00,1.09384,1.09389,1.09361,1.09378,2461
2024-01-03 10:00:00,1.09397,1.09398,1.09378,1.09381,2423
2024-01-03 10:15:00,1.09351,1.09358,1.0932,1.09331,1950
2024-01-03 10:30:00,1.09304,1.09318,1.09298,1.09313,670
2024-01-03 10:45:00,1.09318,1.09354,1.09304,1.09337,204
2024-01-03 11:00:00,1.09334,1.0935,1.09322,1.09349,796
2024-01-03 11:15:00,1.09362,1.09373,1.09348,1.09363,1482
2024-01-03 11:30:00,1.09315,1.09382,1.09304,1.09366,3411
2024-01-03 11:45:00,1.09318,1.0934,1.09316,1.0932,4867
2024-01-03 12:00:00,1.09275,1.09289,1.09258,1.09269,3017
2024-01-03 12:15:00,1.09226,1.09238,1.09211,1.09235,2384
2024-01-03 12:30:00,1.09274,1.09287,1.09262,1.09274,1990
2024-01-03 12:45:00,1.09206,1.09212,1.0919,1.09194,658
2024-01-03 13:00:00,1.0919,1.0919,1.09177,1.09186,2778
2024-01-03 13:15:00,1.09214,1.09231,1.09205,1.0921,4359
2024-01-03 13:30:00,1.0925,1.09276,1.09243,1.09249,4116
2024-01-03 13:45:00,1.09264,1.09264,1.0923,1.09237,244
2024-01-03 14:00:00,1.09268,1.09283,1.09238,1.09282,3242
2024-01-03 14:15:00,1.09277,1.09286,1.09245,1.09249,1548
2024-01-03 14:30:00,1.09246,1.09257,1.09219,1.09227,4126
2024-01-03 14:45:00,1.0924,1.09245,1.09198,1.09217,4760
2024-01-03 15:00:00,1.09282,1.09301,1.09256,1.09264,3998
2024-01-03 15:15:00,1.09289,1.09299,1.09278,1.09295,4941
2024-01-03 15:30:00,1.09318,1.09333,1.09293,1.09329,2725
2024-01-03 15:45:00,1.09437,1.09445,1.09418,1.09428,4883
2024-01-03 16:00:00,1.09421,1.0944,1.09417,1.09435,2927
2024-01-03 16:15:00,1.09437,1.09444,1.09426,1.09443,2022
2024-01-03 16:30:00,1.09445,1.09461,1.09429,1.09434,2597
2024-01-03 16:45:00,1.09433,1.09446,1.09429,1.0944,3560
2024-01-03 17:00:00,1.09504,1.09518,1.09483,1.09485,4916
2024-01-03 17:15:00,1.09565,1.09567,1.09547,1.09559,900
2024-01-03 17:30:00,1.09504,1.09516,1.09498,1.0951,4218
2024-01-03 17:45:00,1.09488,1.09522,1.09482,1.09502,3671
2024-01-03 18:00:00,1.09516,1.09537,1.09507,1.09513,4489
2024-01-03 18:15:00,1.09532,1.09546,1.09526,1.09534,1950
2024-01-03 18:30:00,1.09504,1.09531,1.0947,1.09474,4948
2024-01-03 18:45:00,1.09411,1.09427,1.09406,1.09422,1818
2024-01-03 19:00:00,1.09356,1.0937,1.09348,1.09365,2556
2024-01-03 19:15:00,1.09354,1.09362,1.09349,1.09354,4321
2024-01-03 19:30:00,1.09372,1.09379,1.09344,1.09346,4328
2024-01-03 19:45:00,1.09374,1.09396,1.09365,1.09381,3928
2024-01-03 20:00:00,1.09374,1.09395,1.09337,1.09348,3653
2024-01-03 20:15:00,1.09294,1.09337,1.09285,1.09327,3888
2024-01-03 20:30:00,1.09254,1.09262,1.09249,1.09255,3666
2024-01-03 20:45:00,1.09254,1.0927,1.09227,1.09245,3478
2024-01-03 21:00:00,1.09265,1.09284,1.09253,1.09272,2034
2024-01-03 21:15:00,1.09315,1.0932,1.09294,1.09298,2643
2024-01-03 21:30:00,1.09333,1.09338,1.09294,1.09314,403
2024-01-03 21:45:00,1.09326,1.09338,1.09297,1.09323,2375
2024-01-03 22:00:00,1.09364,1.09372,1.09334,1.09358,4080
2024-01-03 22:15:00,1.09336,1.09363,1.09326,1.09358,2541
2024-01-03 22:30:00,1.09332,1.09375,1.0932,1.09351,839
2024-01-03 22:45:00,1.09327,1.09344,1.093,1.09306,4777
2024-01-03 23:00:00,1.09298,1.09336,1.0927,1.09302,4402
2024-01-03 23:15:00,1.09236,1.0927,1.09236,1.09239,2667
2024-01-03 23:30:00,1.09249,1.09266,1.09218,1.09237,2032
2024-01-03 23:45:00,1.09262,1.09266,1.09249,1.09258,2349
2024-01-04 00:00:00,1.09245,1.09249,1.09218,1.09233,3169
2024-01-04 00:15:00,1.09213,1.09224,1.09196,1.09217,2118
2024-01-04 00:30:00,1.09227,1.09257,1.09214,1.0925,3112
2024-01-04 00:45:00,1.09278,1.09285,1.09258,1.09282,547
2024-01-04 01:00:00,1.0928,1.09304,1.09275,1.09276,2633
2024-01-04 01:15:00,1.0928,1.09298,1.09239,1.09257,4481
2024-01-04 01:30:00,1.09241,1.09285,1.09216,1.09263,3319
2024-01-04 01:45:00,1.09262,1.09282,1.09251,1.09268,2028
2024-01-04 02:00:00,1.09232,1.0926,1.09195,1.09204,2698
2024-01-04 02:15:00,1.09215,1.09236,1.09212,1.09218,756
2024-01-04 02:30:00,1.09209,1.0925,1.09194,1.09218,2825
2024-01-04 02:45:00,1.09265,1.09295,1.09247,1.09259,2237
2024-01-04 03:00:00,1.09274,1.09283,1.09252,1.09282,2776
2024-01-04 03:15:00,1.09311,1.09321,1.09291,1.0932,3732
2024-01-04 03:30:00,1.09306,1.09313,1.09285,1.09302,2670
2024-01-04 03:45:00,1.09329,1.09333,1.09317,1.09317,1165
2024-01-04 04:00:00,1.09303,1.09321,1.09292,1.09296,4018
2024-01-04 04:15:00,1.09288,1.09306,1.09279,1.093,2783
2024-01-04 04:30:00,1.09321,1.0933,1.09303,1.09311,3191
2024-01-04 04:45:00,1.09289,1.09316,1.09283,1.09305,4675
2024-01-04 05:00:00,1.0937,1.09387,1.09304,1.09337,1724
2024-01-04 05:15:00,1.09348,1.09391,1.09328,1.09361,2231
2024-01-04 05:30:00,1.0931,1.09351,1.09301,1.09321,215
2024-01-04 05:45:00,1.09334,1.09349,1.09306,1.0932,4148
2024-01-04 06:00:00,1.09305,1.09338,1.09294,1.09322,2280
2024-01-04 06:15:00,1.09329,1.09346,1.09287,1.09307,1865
2024-01-04 06:30:00,1.09339,1.09339,1.09325,1.09332,3446
2024-01-04 06:45:00,1.09327,1.0934,1.09316,1.09336,3794
2024-01-04 07:00:00,1.09274,1.09291,1.09267,1.09283,184
2024-01-04 07:15:00,1.0923,1.09236,1.09205,1.0922,1838
2024-01-04 07:30:00,1.09261,1.09284,1.09259,1.0926,880
2024-01-04 07:45:00,1.09294,1.09301,1.09279,1.09299,3002
2024-01-04 08:00:00,1.09354,1.09384,1.09335,1.09383,472
2024-01-04 08:15:00,1.09411,1.09426,1.0938,1.09425,3138
2024-01-04 08:30:00,1.0937,1.09394,1.09357,1.09366,1491
2024-01-04 08:45:00,1.09376,1.09377,1.09346,1.09352,2699
2024-01-04 09:00:00,1.09314,1.0933,1.09313,1.09315,1147
2024-01-04 09:15:00,1.09374,1.09375,1.09336,1.09339,3623
2024-01-04 09:30:00,1.09383,1.09413,1.0935,1.09369,2260
2024-01-04 09:45:00,1.09328,1.0933,1.09316,1.09328,4124
2024-01-04 10:00:00,1.09413,1.09422,1.09387,1.094,3704
2024-01-04 10:15:00,1.09407,1.09427,1.09406,1.09424,2231
2024-01-04 10:30:00,1.09365,1.09382,1.09341,1.09368,4154
2024-01-04 10:45:00,1.09385,1.09388,1.09375,1.0938,4138
2024-01-04 11:00:00,1.09338,1.09376,1.09329,1.09361,1768
2024-01-04 11:15:00,1.0936,1.09367,1.09348,1.09356,2334
2024-01-04 11:30:00,1.09349,1.09357,1.09312,1.09325,133
2024-01-04 11:45:00,1.09414,1.09417,1.09361,1.09367,4180
2024-01-04 12:00:00,1.09339,1.09367,1.09305,1.09327,1099
2024-01-04 12:15:00,1.09349,1.09361,1.09308,1.09336,1359
2024-01-04 12:30:00,1.09395,1.09415,1.0939,1.09412,2306
2024-01-04 12:45:00,1.09365,1.09376,1.09343,1.09375,3811
2024-01-04 13:00:00,1.09379,1.09401,1.09371,1.09375,4762
2024-01-04 13:15:00,1.09363,1.09424,1.09359,1.09402,554
2024-01-04 13:30:00,1.0936,1.09386,1.09354,1.09367,2190
2024-01-04 13:45:00,1.09384,1.09433,1.0938,1.09398,1805
2024-01-04 14:00:00,1.09387,1.09421,1.09381,1.09399,1362
2024-01-04 14:15:00,1.09378,1.0939,1.09345,1.0937,2640
2024-01-04 14:30:00,1.09422,1.09437,1.09418,1.09426,3110
2024-01-04 14:45:00,1.09442,1.09443,1.09414,1.09427,4712
2024-01-04 15:00:00,1.09426,1.09433,1.09413,1.0943,1626
2024-01-04 15:15:00,1.09419,1.09425,1.09391,1.09404,3897
2024-01-04 15:30:00,1.09393,1.09412,1.09376,1.09384,4419
2024-01-04 15:45:00,1.09405,1.09432,1.09401,1.09419,4012
2024-01-04 16:00:00,1.09433,1.09474,1.09409,1.09414,2136
2024-01-04 16:15:00,1.09429,1.09431,1.09423,1.09429,469
2024-01-04 16:30:00,1.09432,1.09434,1.09405,1.09419,4756
2024-01-04 16:45:00,1.09456,1.09469,1.09431,1.09453,233
2024-01-04 17:00:00,1.09438,1.09472,1.09433,1.09457,3319
2024-01-04 17:15:00,1.09475,1.09484,1.09471,1.09479,3827
2024-01-04 17:30:00,1.09455,1.09481,1.09451,1.09464,1633
2024-01-04 17:45:00,1.0948,1.09495,1.09469,1.0949,971
2024-01-04 18:00:00,1.09508,1.09509,1.09505,1.09507,4008
2024-01-04 18:15:00,1.09506,1.0951,1.09482,1.09495,4087
2024-01-04 18:30:00,1.09466,1.09499,1.09449,1.09474,3335
2024-01-04 18:45:00,1.09441,1.09459,1.09435,1.09453,230
2024-01-04 19:00:00,1.09434,1.09443,1.0941,1.09427,1289
2024-01-04 19:15:00,1.09401,1.09414,1.09375,1.09393,1663
2024-01-04 19:30:00,1.09413,1.09453,1.09404,1.0944,1054
2024-01-04 19:45:00,1.09432,1.0944,1.09416,1.09427,3962
2024-01-04 20:00:00,1.09447,1.09484,1.09446,1.09482,3309
2024-01-04 20:15:00,1.09548,1.09549,1.09525,1.09541,3505
2024-01-04 20:30:00,1.09529,1.0957,1.09513,1.0955,2482
2024-01-04 20:45:00,1.09487,1.09507,1.09463,1.09504,4096
2024-01-04 21:00:00,1.09481,1.09488,1.09462,1.09483,4632
2024-01-04 21:15:00,1.09482,1.09512,1.09467,1.095,4153
2024-01-04 21:30:00,1.09441,1.09456,1.0941,1.09425,1421
2024-01-04 21:45:00,1.09431,1.09441,1.0942,1.09426,1899
2024-01-04 22:00:00,1.09443,1.09455,1.09398,1.09424,3937
2024-01-04 22:15:00,1.09414,1.09438,1.09404,1.09428,3051
2024-01-04 22:30:00,1.09375,1.09431,1.09363,1.09405,2413
2024-01-04 22:45:00,1.09365,1.09381,1.09356,1.09375,1380
2024-01-04 23:00:00,1.09431,1.09436,1.09386,1.09427,2587
2024-01-04 23:15:00,1.09442,1.09461,1.09413,1.09427,2236
2024-01-04 23:30:00,1.09401,1.09408,1.09382,1.09397,361
2024-01-04 23:45:00,1.09371,1.09406,1.09363,1.09393,4703
2024-01-05 00:00:00,1.09423,1.09434,1.09412,1.0942,482
2024-01-05 00:15:00,1.09406,1.09425,1.09376,1.09399,4322
2024-01-05 00:30:00,1.094,1.09413,1.09366,1.09409,3844
2024-01-05 00:45:00,1.09442,1.09456,1.09416,1.0945,934
2024-01-05 01:00:00,1.09454,1.09462,1.09437,1.09458,1782
2024-01-05 01:15:00,1.09507,1.09512,1.09499,1.09504,4244
